Year,YearMonth,Segment,Ship Mode,Product ID,Product Name,Sales,Sales_EastWest,Sales_CentralSouth
2018,201811,Consumer,Second Class,FUR-FU-10000308,Deflect-o Glass Clear Studded Chair Mats,186.54,0,186.54
2018,201809,Consumer,Second Class,OFF-BI-10001097,Avery Hole Reinforcements,14.952,14.952,0
2020,202001,Home Office,Standard Class,TEC-PH-10003601,"Ativa D5772 2-Line 5.8GHz Digital Expandable Corded/Cordless Phone System with Answering & Caller ID/Call Waiting, Black/Silver",164.99,0,164.99
2017,201710,Consumer,Same Day,TEC-MA-10002694,Hewlett-Packard Deskjet F4180 All-in-One Color Ink-jet - Printer / copier / scanner,101.994,101.994,0
2019,201912,Consumer,Standard Class,OFF-ST-10001558,Acco Perma 4000 Stacking Storage Drawers,48.72,48.72,0
2017,201704,Consumer,Standard Class,OFF-ST-10000876,Eldon Simplefile Box Office,87.08,87.08,0
2019,201903,Corporate,Second Class,TEC-PH-10001494,Polycom CX600 IP Phone VoIP phone,539.91,539.91,0
2019,201903,Consumer,Standard Class,TEC-MA-10001016,Canon PC170 Desktop Personal Copier,287.91,0,287.91
2020,202010,Corporate,Standard Class,FUR-TA-10001950,Balt Solid Wood Round Tables,1875.258,0,1875.258
2019,201903,Consumer,Second Class,TEC-PH-10002789,LG Exalt,280.782,280.782,0
2019,201911,Consumer,Second Class,OFF-ST-10001558,Acco Perma 4000 Stacking Storage Drawers,38.976,38.976,0
2020,202010,Corporate,Second Class,FUR-FU-10002963,"Master Caster Door Stop, Gray",10.16,0,10.16
2017,201709,Consumer,Standard Class,TEC-AC-10001383,Logitech Wireless Touch Keyboard K400,49.98,49.98,0
2020,202011,Home Office,Standard Class,OFF-PA-10001560,"Adams Telephone Message Books, 5 1/4” x 11”",9.664,0,9.664
2020,202009,Corporate,First Class,OFF-PA-10003797,Xerox 209,45.36,45.36,0
2020,202012,Consumer,Standard Class,OFF-BI-10003429,"Cardinal HOLDit! Binder Insert Strips,Extra Strips",16.458,10.128,6.33
2018,201806,Consumer,Standard Class,FUR-FU-10000732,Eldon 200 Class Desk Accessories,12.56,12.56,0
2018,201807,Corporate,Standard Class,OFF-LA-10002368,Avery 479,6.264,0,6.264
2019,201907,Home Office,Standard Class,OFF-BI-10001525,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",5.715,5.715,0
2018,201811,Corporate,Standard Class,OFF-BI-10002799,"SlimView Poly Binder, 3/8""",4.662,0,4.662
2017,201707,Consumer,First Class,OFF-PA-10004569,"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page",22.83,22.83,0
2020,202009,Home Office,First Class,FUR-CH-10003298,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",589.41,589.41,0
2017,201712,Home Office,First Class,FUR-TA-10000617,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",455.1,0,455.1
2020,202005,Corporate,Standard Class,OFF-PA-10003228,Xerox 1917,440.19,440.19,0
2017,201706,Consumer,Standard Class,OFF-BI-10000756,Storex DuraTech Recycled Plastic Frosted Binders,3.392,0,3.392
2019,201903,Consumer,Second Class,OFF-PA-10001243,Xerox 1983,5.98,5.98,0
2019,201912,Home Office,First Class,TEC-AC-10000991,Sony Micro Vault Click 8 GB USB 2.0 Flash Drive,112.776,112.776,0
2020,202007,Consumer,Second Class,OFF-PA-10004100,Xerox 216,20.736,20.736,0
2018,201811,Home Office,Standard Class,OFF-AP-10002311,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",68.81,0,68.81
2017,201706,Home Office,Second Class,OFF-PA-10004082,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",47.88,0,47.88
2017,201709,Consumer,First Class,FUR-FU-10001986,"Dana Fluorescent Magnifying Lamp, White, 36""",254.9,254.9,0
2019,201908,Home Office,Standard Class,FUR-TA-10001932,"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",513.024,513.024,0
2020,202011,Home Office,Standard Class,OFF-PA-10002479,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),25.344,25.344,0
2020,202001,Consumer,Standard Class,FUR-FU-10003878,"Linden 10"" Round Wall Clock, Black",48.896,48.896,0
2017,201711,Consumer,Standard Class,OFF-PA-10001947,Xerox 1974,11.96,11.96,0
2019,201910,Corporate,Standard Class,OFF-BI-10002813,Avery Reinforcements for Hole-Punch Pages,7.92,7.92,0
2018,201811,Home Office,Standard Class,OFF-AP-10002457,"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",523.25,523.25,0
2017,201709,Consumer,Standard Class,FUR-FU-10000277,Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting,337.088,0,337.088
2019,201912,Home Office,Standard Class,FUR-FU-10004864,Eldon 500 Class Desk Accessories,72.42,72.42,0
2020,202005,Consumer,Standard Class,FUR-TA-10001520,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",171.288,171.288,0
2017,201712,Corporate,First Class,OFF-BI-10002353,GBC VeloBind Cover Sets,9.264,0,9.264
2020,202010,Consumer,Standard Class,OFF-AR-10003727,Berol Giant Pencil Sharpener,95.144,95.144,0
2020,202003,Corporate,Standard Class,OFF-BI-10001757,Pressboard Hanging Data Binders for Unburst Sheets,19.68,19.68,0
2019,201910,Consumer,First Class,FUR-BO-10001337,O'Sullivan Living Dimensions 2-Shelf Bookcases,120.98,120.98,0
2017,201708,Corporate,Second Class,OFF-SU-10004661,Acme Titanium Bonded Scissors,25.5,0,25.5
2018,201811,Consumer,First Class,OFF-AP-10004655,"Holmes Visible Mist Ultrasonic Humidifier with 2.3-Gallon Output per Day, Replacement Filter",45.28,45.28,0
2020,202012,Corporate,Same Day,OFF-BI-10004187,3-ring staple pack,9.024,9.024,0
2020,202010,Corporate,First Class,OFF-ST-10002743,SAFCO Boltless Steel Shelving,909.12,0,909.12
2019,201906,Consumer,Standard Class,FUR-FU-10004306,Electrix Halogen Magnifier Lamp,466.32,466.32,0
2017,201704,Corporate,Standard Class,TEC-AC-10002926,Logitech Wireless Marathon Mouse M705,99.98,0,99.98
2019,201909,Corporate,First Class,FUR-FU-10004671,"Executive Impressions 12"" Wall Clock",21.204,0,21.204
2020,202004,Consumer,Standard Class,OFF-AP-10000252,Harmony HEPA Quiet Air Purifiers,28.08,0,28.08
2019,201910,Consumer,First Class,OFF-BI-10001597,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",16.392,0,16.392
2017,201712,Corporate,Standard Class,FUR-FU-10000672,"Executive Impressions 10"" Spectator Wall Clock",70.56,70.56,0
2020,202012,Corporate,Standard Class,OFF-BI-10003314,Tuff Stuff Recycled Round Ring Binders,3.856,3.856,0
2020,202012,Consumer,Standard Class,OFF-AR-10000462,Sanford Pocket Accent Highlighters,3.2,3.2,0
2019,201906,Home Office,Standard Class,TEC-AC-10002134,Rosewill 107 Normal Keys USB Wired Standard Keyboard,26.96,26.96,0
2020,202011,Corporate,Standard Class,OFF-BI-10004519,GBC DocuBind P100 Manual Binding Machine,497.94,0,497.94
2020,202009,Corporate,Standard Class,FUR-FU-10000246,Aluminum Document Frame,29.328,29.328,0
2020,202010,Corporate,Standard Class,OFF-LA-10002043,Avery 489,24.84,24.84,0
2018,201805,Consumer,Standard Class,TEC-PH-10001336,Digium D40 VoIP phone,619.152,0,619.152
2018,201802,Corporate,First Class,OFF-AR-10002257,"Eldon Spacemaker Box, Quick-Snap Lid, Clear",16.032,16.032,0
2019,201910,Home Office,Standard Class,OFF-PA-10003001,Xerox 1986,60.12,60.12,0
2019,201910,Corporate,Second Class,OFF-PA-10001593,Xerox 1947,19.136,19.136,0
2019,201909,Corporate,Standard Class,FUR-TA-10003473,Bretford Rectangular Conference Table Tops,1128.39,1128.39,0
2019,201909,Corporate,First Class,OFF-BI-10000014,Heavy-Duty E-Z-D Binders,87.28,0,87.28
2018,201809,Consumer,First Class,OFF-BI-10001308,GBC Standard Plastic Binding Systems' Combs,37.68,37.68,0
2018,201808,Home Office,Standard Class,OFF-BI-10001249,Avery Heavy-Duty EZD View Binder with Locking Rings,5.104,5.104,0
2019,201909,Corporate,First Class,OFF-LA-10004853,Avery 483,15.936,15.936,0
2020,202010,Corporate,Second Class,TEC-PH-10001700,Panasonic KX-TG6844B Expandable Digital Cordless Telephone,52.792,52.792,0
2017,201708,Corporate,Same Day,OFF-BI-10002799,"SlimView Poly Binder, 3/8""",8.288,8.288,0
2019,201901,Corporate,Standard Class,OFF-AR-10004078,Newell 312,4.672,4.672,0
2018,201806,Consumer,First Class,OFF-BI-10003527,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,3050.376,3050.376,0
2017,201708,Consumer,Standard Class,OFF-BI-10002225,"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""",12.384,0,12.384
2020,202008,Home Office,Standard Class,FUR-FU-10003976,"DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7",25.16,25.16,0
2017,201709,Home Office,Standard Class,OFF-AP-10004785,"Holmes Replacement Filter for HEPA Air Cleaner, Medium Room",56.65,56.65,0
2020,202004,Consumer,Second Class,TEC-AC-10000158,Sony 64GB Class 10 Micro SDHC R40 Memory Card,107.97,107.97,0
2017,201710,Consumer,Second Class,OFF-BI-10003676,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",10.78,0,10.78
2018,201804,Consumer,Second Class,TEC-PH-10001494,Polycom CX600 IP Phone VoIP phone,479.92,479.92,0
2018,201807,Corporate,Second Class,FUR-BO-10004709,"Bush Westfield Collection Bookcases, Medium Cherry Finish",231.92,0,231.92
2018,201811,Consumer,Standard Class,FUR-CH-10002647,"Situations Contoured Folding Chairs, 4/Set",283.92,283.92,0
2020,202001,Consumer,Standard Class,OFF-BI-10004584,GBC ProClick 150 Presentation Binding System,2022.272,2022.272,0
2018,201808,Consumer,First Class,OFF-ST-10000642,"Tennsco Lockers, Gray",41.96,41.96,0
2019,201907,Consumer,Standard Class,OFF-ST-10000078,Tennsco 6- and 18-Compartment Lockers,265.17,0,265.17
2018,201804,Corporate,Standard Class,OFF-FA-10003059,Assorted Color Push Pins,1.448,1.448,0
2018,201806,Consumer,Standard Class,OFF-AR-10001044,"BOSTON Ranger #55 Pencil Sharpener, Black",51.98,51.98,0
2017,201711,Corporate,First Class,OFF-EN-10004773,Staple envelope,74.352,0,74.352
2019,201910,Consumer,Standard Class,FUR-CH-10004626,Office Star Flex Back Scooter Chair with Aluminum Finish Frame,242.136,242.136,0
2020,202011,Home Office,Same Day,TEC-AC-10001266,Memorex Micro Travel Drive 8 GB,41.6,41.6,0
2018,201805,Consumer,Second Class,TEC-MA-10004679,StarTech.com 10/100 VDSL2 Ethernet Extender Kit,399.54,0,399.54
2020,202006,Corporate,Second Class,OFF-PA-10000474,Easy-staple paper,85.056,0,85.056
2017,201708,Home Office,Standard Class,TEC-PH-10001530,Cisco Unified IP Phone 7945G VoIP phone,1091.168,1091.168,0
2020,202012,Corporate,Second Class,OFF-BI-10002949,Prestige Round Ring Binders,24.32,24.32,0
2017,201711,Corporate,Second Class,FUR-FU-10001940,Staple-based wall hangings,23.88,23.88,0
2018,201811,Consumer,Standard Class,OFF-PA-10000726,"Black Print Carbonless Snap-Off Rapid Letter, 8 1/2"" x 7""",63.77,0,63.77
2020,202012,Consumer,Standard Class,FUR-CH-10003846,Hon Valutask Swivel Chairs,504.9,0,504.9
2020,202003,Home Office,Same Day,TEC-MA-10002109,"HP Officejet Pro 8600 e-All-In-One Printer, Copier, Scanner, Fax",209.986,0,209.986
2020,202004,Consumer,Standard Class,FUR-FU-10000397,Luxo Economy Swing Arm Lamp,139.58,139.58,0
2018,201803,Corporate,Standard Class,TEC-AC-10001101,Sony 16GB Class 10 Micro SDHC R40 Memory Card,10.312,10.312,0
2019,201904,Consumer,Standard Class,OFF-ST-10001932,Fellowes Staxonsteel Drawer Files,579.51,579.51,0
2018,201808,Corporate,Standard Class,OFF-BI-10004970,"ACCOHIDE 3-Ring Binder, Blue, 1""",3.304,3.304,0
2018,201802,Consumer,Second Class,OFF-AR-10003903,Sanford 52201 APSCO Electric Pencil Sharpener,286.79,286.79,0
2019,201902,Consumer,First Class,OFF-AR-10001770,Economy #2 Pencils,7.98,7.98,0
2019,201904,Home Office,Second Class,TEC-PH-10003092,Motorola L804,36.792,0,36.792
2017,201711,Home Office,Standard Class,FUR-CH-10001797,"Safco Chair Connectors, 6/Carton",69.264,69.264,0
2020,202006,Consumer,Second Class,OFF-ST-10003722,Project Tote Personal File,14.03,14.03,0
2018,201812,Corporate,Standard Class,FUR-CH-10004287,SAFCO Arco Folding Chair,883.84,883.84,0
2017,201704,Corporate,Standard Class,FUR-CH-10004886,Bevis Steel Folding Chairs,230.28,230.28,0
2019,201909,Consumer,Standard Class,OFF-LA-10004559,Avery 49,14.4,0,14.4
2019,201902,Corporate,Second Class,OFF-BI-10002309,Avery Heavy-Duty EZD  Binder With Locking Rings,31.248,31.248,0
2018,201803,Corporate,First Class,OFF-PA-10004359,Multicolor Computer Printout Paper,209.7,209.7,0
2018,201802,Consumer,Standard Class,OFF-BI-10002160,Acco Hanging Data Binders,2.286,2.286,0
2019,201911,Consumer,Standard Class,OFF-BI-10004002,Wilson Jones International Size A4 Ring Binders,27.68,27.68,0
2018,201805,Consumer,Standard Class,OFF-PA-10003363,Xerox 204,19.44,19.44,0
2018,201812,Consumer,Same Day,FUR-FU-10004270,"Eldon Image Series Desk Accessories, Burgundy",6.688,0,6.688
2020,202008,Consumer,Second Class,OFF-AP-10003040,Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection,161.376,0,161.376
2018,201811,Corporate,Standard Class,OFF-AP-10000179,Honeywell Enviracaire Portable HEPA Air Cleaner for up to 10 x 16 Room,555.21,0,555.21
2018,201809,Corporate,First Class,FUR-FU-10004018,Tensor Computer Mounted Lamp,44.67,44.67,0
2019,201907,Consumer,Standard Class,OFF-BI-10002082,GBC Twin Loop Wire Binding Elements,19.968,19.968,0
2017,201709,Home Office,Standard Class,OFF-AP-10001634,Hoover Commercial Lightweight Upright Vacuum,16.704,16.704,0
2019,201903,Consumer,Second Class,TEC-AC-10003289,Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard,31.984,31.984,0
2017,201708,Consumer,First Class,OFF-BI-10004506,Wilson Jones data.warehouse D-Ring Binders with DublLock,19.752,19.752,0
2017,201709,Consumer,Standard Class,FUR-CH-10000454,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",975.92,975.92,0
2018,201811,Corporate,Standard Class,OFF-BI-10000756,Storex DuraTech Recycled Plastic Frosted Binders,1.696,0,1.696
2020,202010,Home Office,First Class,OFF-ST-10004963,Eldon Gobal File Keepers,105.98,0,105.98
2017,201708,Consumer,Standard Class,FUR-FU-10001602,"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",121.376,121.376,0
2020,202009,Corporate,Standard Class,OFF-ST-10000563,Fellowes Bankers Box Stor/Drawer Steel Plus,51.168,51.168,0
2018,201803,Consumer,Second Class,OFF-ST-10000777,"Companion Letter/Legal File, Black",60.416,0,60.416
2020,202001,Consumer,Standard Class,TEC-PH-10001924,iHome FM Clock Radio with Lightning Dock,111.984,0,111.984
2017,201710,Consumer,First Class,OFF-ST-10002352,Iris Project Case,31.92,31.92,0
2020,202002,Consumer,Second Class,TEC-PH-10003875,KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7,29.16,0,29.16
2020,202005,Corporate,Standard Class,FUR-TA-10003473,Bretford Rectangular Conference Table Tops,300.904,300.904,0
2020,202011,Home Office,Second Class,OFF-BI-10004099,GBC VeloBinder Strips,11.52,0,11.52
2020,202010,Consumer,Second Class,FUR-CH-10000749,Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms,579.136,579.136,0
2020,202009,Consumer,First Class,OFF-AR-10002067,Newell 334,99.2,99.2,0
2017,201706,Consumer,First Class,OFF-ST-10000877,Recycled Steel Personal File for Standard File Folders,132.696,0,132.696
2019,201909,Consumer,Standard Class,TEC-AC-10002926,Logitech Wireless Marathon Mouse M705,249.95,0,249.95
2017,201707,Consumer,Second Class,FUR-FU-10004351,Staple-based wall hangings,77.92,77.92,0
2019,201906,Corporate,Standard Class,FUR-FU-10004415,"Stacking Tray, Side-Loading, Legal, Smoke",12.544,0,12.544
2019,201907,Consumer,Standard Class,OFF-BI-10001634,Wilson Jones Active Use Binders,8.736,8.736,0
2019,201911,Corporate,Standard Class,OFF-BI-10001191,Canvas Sectional Post Binders,20.368,20.368,0
2020,202009,Consumer,Standard Class,OFF-AR-10001897,Model L Table or Wall-Mount Pencil Sharpener,71.96,0,71.96
2020,202009,Consumer,Standard Class,TEC-AC-10003280,Belkin F8E887 USB Wired Ergonomic Keyboard,47.984,47.984,0
2020,202005,Home Office,First Class,OFF-BI-10004330,"GBC Velobind Prepunched Cover Sets, Regency Series",147.92,147.92,0
2020,202003,Consumer,Standard Class,OFF-AR-10000588,Newell 345,63.488,0,63.488
2018,201812,Consumer,Standard Class,FUR-FU-10002878,"Seth Thomas 14"" Day/Date Wall Clock",113.92,113.92,0
2017,201710,Consumer,Standard Class,TEC-AC-10001445,Imation USB 2.0 Swivel Flash Drive USB flash drive - 4 GB - Pink,9.09,9.09,0
2019,201909,Consumer,Standard Class,OFF-EN-10001415,Staple envelope,8.928,0,8.928
2020,202009,Consumer,First Class,TEC-AC-10004633,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack",34.95,0,34.95
2020,202004,Corporate,First Class,FUR-FU-10004460,"Howard Miller 12"" Round Wall Clock",196.45,196.45,0
2020,202002,Home Office,First Class,TEC-PH-10000526,Vtech CS6719,57.594,57.594,0
2020,202003,Corporate,Standard Class,OFF-PA-10002764,Easy-staple paper,68.04,68.04,0
2019,201907,Consumer,Second Class,TEC-AC-10004595,First Data TMFD35 PIN Pad,428.4,428.4,0
2019,201912,Consumer,Standard Class,OFF-BI-10000279,"Acco Recycled 2"" Capacity Laser Printer Hanging Data Binders",23.12,23.12,0
2017,201709,Home Office,Standard Class,OFF-PA-10003063,EcoTones Memo Sheets,28.8,28.8,0
2018,201808,Consumer,Same Day,FUR-FU-10002240,Nu-Dell EZ-Mount Plastic Wall Frames,7.88,0,7.88
2018,201806,Consumer,Standard Class,OFF-BI-10004826,JM Magazine Binder,33.02,0,33.02
2017,201712,Consumer,Standard Class,OFF-ST-10002562,Staple magnet,30.016,0,30.016
2018,201806,Consumer,Standard Class,OFF-PA-10004156,Xerox 188,27.216,0,27.216
2020,202003,Home Office,Standard Class,OFF-FA-10004838,"Super Bands, 12/Pack",13.02,13.02,0
2017,201702,Consumer,Second Class,OFF-LA-10004853,Avery 483,14.94,0,14.94
2020,202011,Corporate,Standard Class,TEC-PH-10002200,Aastra 6757i CT Wireless VoIP phone,430.88,430.88,0
2020,202011,Consumer,Standard Class,OFF-PA-10002749,"Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page",16.056,0,16.056
2017,201705,Home Office,Standard Class,OFF-PA-10003022,Xerox 1992,17.94,17.94,0
2019,201908,Corporate,Standard Class,OFF-AR-10002255,Newell 346,5.76,5.76,0
2019,201906,Consumer,Second Class,OFF-LA-10003720,Avery 487,25.83,25.83,0
2019,201912,Consumer,First Class,OFF-PA-10001954,Xerox 1964,182.72,182.72,0
2018,201812,Consumer,Second Class,OFF-PA-10004156,Xerox 188,22.68,22.68,0
2018,201812,Consumer,Standard Class,OFF-PA-10002787,Xerox 227,10.368,0,10.368
2018,201812,Corporate,Standard Class,OFF-PA-10000533,Southworth Parchment Paper & Envelopes,15.696,15.696,0
2019,201908,Consumer,First Class,OFF-BI-10002414,GBC ProClick Spines for 32-Hole Punch,10.024,0,10.024
2018,201809,Consumer,Second Class,OFF-ST-10003994,"Belkin 19"" Center-Weighted Shelf, Gray",353.88,353.88,0
2017,201709,Corporate,Standard Class,OFF-ST-10001321,"Decoflex Hanging Personal Folder File, Blue",138.78,138.78,0
2019,201907,Home Office,Standard Class,FUR-FU-10003806,"Tenex Chairmat w/ Average Lip, 45"" x 53""",302.72,0,302.72
2017,201712,Consumer,Second Class,OFF-AR-10001868,Prang Dustless Chalk Sticks,1.344,0,1.344
2020,202007,Corporate,Second Class,OFF-BI-10001890,Avery Poly Binder Pockets,2.864,0,2.864
2017,201710,Corporate,Standard Class,OFF-AR-10001022,SANFORD Liquid Accent Tank-Style Highlighters,2.84,0,2.84
2020,202007,Consumer,Standard Class,OFF-AR-10002987,Prismacolor Color Pencil Set,119.04,119.04,0
2020,202001,Consumer,Second Class,OFF-ST-10001590,"Tenex Personal Project File with Scoop Front Design, Black",13.48,0,13.48
2020,202012,Consumer,Standard Class,OFF-AR-10001419,Newell 325,23.128,0,23.128
2020,202001,Consumer,Standard Class,TEC-PH-10000193,Jensen SMPS-640 - speaker phone,137.94,137.94,0
2017,201708,Consumer,Standard Class,OFF-BI-10002309,Avery Heavy-Duty EZD  Binder With Locking Rings,17.856,17.856,0
2017,201705,Consumer,Second Class,OFF-AR-10000716,DIXON Ticonderoga Erasable Checking Pencils,22.32,22.32,0
2019,201911,Consumer,Second Class,OFF-ST-10001496,Standard Rollaway File with Lock,720.76,720.76,0
2018,201804,Home Office,Standard Class,OFF-ST-10003816,Fellowes High-Stak Drawer Files,563.808,563.808,0
2018,201806,Consumer,Standard Class,FUR-FU-10001473,"Eldon Executive Woodline II Desk Accessories, Mahogany",20.104,20.104,0
2020,202009,Consumer,Second Class,OFF-ST-10000918,Crate-A-Files,10.9,10.9,0
2020,202008,Consumer,Standard Class,FUR-TA-10001095,Chromcraft Round Conference Tables,418.296,418.296,0
2020,202002,Corporate,Standard Class,TEC-AC-10003033,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,1319.8,1319.8,0
